id,stat_id,when_recorded,humidity,temperature,pressure
92048,1,"2019-03-12 05:13:46",86.68,18.11,897.63
92049,1,"2019-03-12 05:24:16",87.11,18.13,897.68
92050,1,"2019-03-12 05:34:46",87.25,18.26,897.65
92051,1,"2019-03-12 05:45:16",85.58,18.2,897.78
92052,1,"2019-03-12 05:55:46",85.64,18.11,897.86
92053,1,"2019-03-12 06:06:16",85.12,17.95,897.91
92054,1,"2019-03-12 06:16:46",85.51,18.04,898.06
92055,1,"2019-03-12 06:27:16",85.22,17.98,897.98
92056,1,"2019-03-12 06:37:46",84.82,18.03,898.06
92057,1,"2019-03-12 06:48:16",84.2,18.16,898.2
92058,1,"2019-03-12 06:58:46",83.49,18.36,898.29
92059,1,"2019-03-12 07:09:16",82.42,18.75,898.29
92060,1,"2019-03-12 07:19:46",81.62,19.67,898.46
92061,1,"2019-03-12 07:30:16",80.63,20.72,898.49
92062,1,"2019-03-12 07:40:46",78.72,21.73,898.63
92063,1,"2019-03-12 07:51:16",78.28,22.47,898.92
92064,1,"2019-03-12 08:01:46",75.99,23.0,898.96
92065,1,"2019-03-12 08:12:16",76.79,23.38,899.22
92066,1,"2019-03-12 08:22:46",76.18,24.02,899.21
92067,1,"2019-03-12 08:33:16",74.72,24.58,899.29
92068,1,"2019-03-12 08:43:46",72.39,25.46,899.16
92069,1,"2019-03-12 08:54:16",70.13,26.09,899.52
92070,1,"2019-03-12 09:04:24",66.22,26.61,899.58
92071,1,"2019-03-12 09:14:54",63.53,26.85,899.7
92072,1,"2019-03-12 09:25:24",61.86,27.43,899.64
92073,1,"2019-03-12 09:35:54",55.68,28.02,899.64
92074,1,"2019-03-12 09:46:24",54.49,28.4,899.7
92075,1,"2019-03-12 09:56:54",50.31,28.65,899.7
92076,1,"2019-03-12 10:07:24",50.74,29.52,899.72
92077,1,"2019-03-12 10:17:54",46.52,29.53,899.53
92078,1,"2019-03-12 10:28:24",47.47,29.86,899.53
92079,1,"2019-03-12 10:38:54",47.54,30.05,899.6
92080,1,"2019-03-12 10:49:24",47.58,30.34,899.58
92081,1,"2019-03-12 10:59:54",46.12,30.5,899.74
92082,1,"2019-03-12 11:10:24",48.14,30.85,899.59
92083,1,"2019-03-12 11:20:54",46.51,30.89,899.6
92084,1,"2019-03-12 11:31:24",46.31,31.31,899.59
92085,1,"2019-03-12 11:41:54",44.26,32.06,899.76
92086,1,"2019-03-12 11:52:24",42.68,32.07,899.71
92087,1,"2019-03-12 12:02:54",42.8,32.3,899.62
92088,1,"2019-03-12 12:13:24",42.0,32.19,899.63
92089,1,"2019-03-12 12:23:54",41.2,32.79,899.45
92090,1,"2019-03-12 12:34:24",38.42,33.03,899.23
92091,1,"2019-03-12 12:44:54",40.05,33.37,899.12
92092,1,"2019-03-12 12:55:24",40.46,33.99,899.01
92093,1,"2019-03-12 13:05:54",40.09,33.64,898.95
92094,1,"2019-03-12 13:16:24",40.41,33.69,898.71
92095,1,"2019-03-12 13:26:55",40.39,33.72,898.71
92096,1,"2019-03-12 13:37:25",37.65,33.93,898.61
92097,1,"2019-03-12 13:47:55",38.94,34.02,898.59
92098,1,"2019-03-12 13:58:25",39.76,33.8,898.55
92099,1,"2019-03-12 14:08:55",38.73,33.84,898.47
92100,1,"2019-03-12 14:19:25",39.16,33.81,898.47
92101,1,"2019-03-12 14:29:55",41.29,33.82,898.41
92102,1,"2019-03-12 14:40:25",38.68,34.13,898.36
92103,1,"2019-03-12 14:50:55",40.3,34.24,898.32
92104,1,"2019-03-12 15:01:02",38.48,33.9,898.27
92105,1,"2019-03-12 15:11:32",38.42,34.7,898.38
92106,1,"2019-03-12 15:22:02",37.27,35.11,898.33
92107,1,"2019-03-12 15:32:32",37.37,34.41,898.43
92108,1,"2019-03-12 15:43:02",37.15,34.32,898.38
92109,1,"2019-03-12 15:53:32",37.1,34.72,898.32
92110,1,"2019-03-12 16:04:02",37.63,34.3,898.34
92111,1,"2019-03-12 16:14:32",38.62,33.25,898.29
92112,1,"2019-03-12 16:25:02",40.82,33.01,898.29
92113,1,"2019-03-12 16:35:32",40.55,32.88,898.36
92114,1,"2019-03-12 16:46:02",41.71,32.13,898.32
92115,1,"2019-03-12 16:56:32",43.02,31.75,898.38
92116,1,"2019-03-12 17:07:02",44.97,31.39,898.51
92117,1,"2019-03-12 17:17:32",47.29,30.86,898.47
92118,1,"2019-03-12 17:28:02",49.01,30.46,898.51
92119,1,"2019-03-12 17:38:32",50.21,29.91,898.45
92120,1,"2019-03-12 17:49:02",53.78,28.63,898.27
92121,1,"2019-03-12 17:59:32",57.46,27.57,898.49
92122,1,"2019-03-12 18:10:02",60.61,26.69,898.62
92123,1,"2019-03-12 18:20:33",65.31,25.22,898.44
92124,1,"2019-03-12 18:31:03",72.32,23.44,898.51
92125,1,"2019-03-12 18:41:33",77.75,22.1,898.48
92126,1,"2019-03-12 18:52:03",80.4,21.52,898.36
92127,1,"2019-03-12 19:02:33",82.85,21.22,898.47
92128,1,"2019-03-12 19:13:03",84.08,21.12,898.38
92129,1,"2019-03-12 19:23:33",84.78,21.0,898.47
92130,1,"2019-03-12 19:34:03",85.1,20.95,898.46
92131,1,"2019-03-12 19:44:33",84.23,20.83,898.58
92132,1,"2019-03-12 19:55:03",83.4,20.59,898.72
92133,1,"2019-03-12 20:05:33",83.8,20.36,898.91
92134,1,"2019-03-12 20:16:03",85.07,20.38,899.03
92135,1,"2019-03-12 20:26:33",83.98,20.41,898.97
92136,1,"2019-03-12 20:37:03",85.05,19.87,899.1
92137,1,"2019-03-12 20:47:33",87.09,19.88,899.22
92138,1,"2019-03-12 20:58:03",85.93,20.23,899.3
92139,1,"2019-03-12 21:08:10",82.04,19.75,899.43
92140,1,"2019-03-12 21:18:40",81.17,19.29,899.38
92141,1,"2019-03-12 21:29:10",83.72,18.85,899.61
92142,1,"2019-03-12 21:39:41",82.62,18.68,899.46
92143,1,"2019-03-12 21:50:11",84.17,18.11,899.49
92144,1,"2019-03-12 22:00:41",83.53,18.21,899.49
92145,1,"2019-03-12 22:11:11",83.94,18.59,899.54
92146,1,"2019-03-12 22:21:41",83.32,18.69,899.42
92147,1,"2019-03-12 22:32:11",81.91,18.7,899.47
92148,1,"2019-03-12 22:42:41",83.19,18.06,899.59
92149,1,"2019-03-12 22:53:11",82.37,18.45,899.59
92150,1,"2019-03-12 23:03:41",86.25,18.22,899.86
92151,1,"2019-03-12 23:14:11",84.79,18.8,899.83
92152,1,"2019-03-12 23:24:41",81.49,18.77,899.98
92153,1,"2019-03-12 23:35:11",81.72,17.1,900.03
92154,1,"2019-03-12 23:45:41",86.6,18.51,900.16
92155,1,"2019-03-12 23:56:11",83.73,19.33,900.08
92156,1,"2019-03-13 00:06:36",82.52,19.25,900.2
92157,1,"2019-03-13 00:17:06",85.22,19.51,900.13
92158,1,"2019-03-13 00:27:36",84.32,19.61,900.11
92159,1,"2019-03-13 00:38:06",83.19,19.45,900.1
92160,1,"2019-03-13 00:48:36",82.94,19.43,899.96
92161,1,"2019-03-13 00:59:06",82.79,19.61,899.91
92162,1,"2019-03-13 01:09:36",82.13,19.57,899.88
92163,1,"2019-03-13 01:20:06",84.54,19.03,900.1
92164,1,"2019-03-13 01:30:36",88.7,19.08,900.09
92165,1,"2019-03-13 01:41:06",87.09,18.87,900.19
92166,1,"2019-03-13 01:51:36",87.02,18.57,900.14
92167,1,"2019-03-13 02:02:07",87.25,18.54,900.08
92168,1,"2019-03-13 02:12:37",87.61,18.61,899.91
92169,1,"2019-03-13 02:23:07",89.21,18.97,899.66
92170,1,"2019-03-13 02:33:37",88.51,19.05,899.97
92171,1,"2019-03-13 02:44:07",88.19,18.96,900.29
92172,1,"2019-03-13 02:54:37",88.15,18.88,899.71
92173,1,"2019-03-13 03:04:44",88.05,19.01,899.55
92174,1,"2019-03-13 03:15:14",88.34,18.99,899.27
92175,1,"2019-03-13 03:25:44",89.28,19.25,899.31
92176,1,"2019-03-13 03:36:14",89.06,19.31,899.05
92177,1,"2019-03-13 03:46:44",88.77,19.29,898.96
92178,1,"2019-03-13 03:57:14",88.96,19.4,898.95
92179,1,"2019-03-13 04:07:44",89.02,19.38,898.92
92180,1,"2019-03-13 04:18:14",88.99,19.4,898.82
92181,1,"2019-03-13 04:28:45",88.73,19.37,898.8
92182,1,"2019-03-13 04:39:15",88.89,19.23,898.78
92183,1,"2019-03-13 04:49:45",88.8,19.23,898.97
92184,1,"2019-03-13 05:00:15",88.36,19.2,899.04
92185,1,"2019-03-13 05:10:45",88.64,19.17,899.02
92186,1,"2019-03-13 05:21:15",88.69,19.17,899.01
92187,1,"2019-03-13 05:31:45",87.96,19.11,899.08
92188,1,"2019-03-13 05:42:15",88.39,19.17,898.88
92189,1,"2019-03-13 05:52:45",88.29,19.15,898.85
92190,1,"2019-03-13 06:03:15",87.58,18.99,898.5
92191,1,"2019-03-13 06:13:45",87.3,18.88,898.45
92192,1,"2019-03-13 06:24:15",86.12,18.65,898.55
92193,1,"2019-03-13 06:34:45",85.71,18.55,898.57
92194,1,"2019-03-13 06:45:15",85.43,18.4,898.56
92195,1,"2019-03-13 06:55:45",86.7,18.49,898.58
92196,1,"2019-03-13 07:06:15",87.31,18.88,898.55
92197,1,"2019-03-13 07:16:45",87.26,19.12,898.59
92198,1,"2019-03-13 07:27:15",87.23,19.41,898.62
92199,1,"2019-03-13 07:37:45",87.26,19.74,898.48
92200,1,"2019-03-13 07:48:15",87.03,20.17,898.61
92201,1,"2019-03-13 07:58:45",87.08,20.89,898.68
92202,1,"2019-03-13 08:09:15",84.86,21.73,898.74
92203,1,"2019-03-13 08:19:45",83.2,22.54,898.92
92204,1,"2019-03-13 08:30:15",81.98,23.09,899.02
92205,1,"2019-03-13 08:40:45",82.58,23.94,899.34
92206,1,"2019-03-13 08:51:15",80.45,24.63,899.26
92207,1,"2019-03-13 09:01:23",76.13,25.61,899.22
92208,1,"2019-03-13 09:11:53",73.09,26.94,899.59
92209,1,"2019-03-13 09:22:23",60.38,27.89,899.71
92210,1,"2019-03-13 09:32:53",53.56,28.12,899.76
92211,1,"2019-03-13 09:43:23",55.25,27.66,899.85
92212,1,"2019-03-13 09:53:53",52.42,27.8,899.8
92213,1,"2019-03-13 10:04:23",50.37,28.15,899.79
92214,1,"2019-03-13 10:14:53",47.24,28.98,899.88
92215,1,"2019-03-13 10:25:23",46.22,30.02,899.81
92216,1,"2019-03-13 10:35:53",44.75,31.07,899.72
92217,1,"2019-03-13 10:46:23",43.74,31.86,899.78
92218,1,"2019-03-13 10:56:53",42.19,31.76,899.94
92219,1,"2019-03-13 11:07:23",42.08,31.35,899.91
92220,1,"2019-03-13 11:17:53",40.81,31.86,899.86
92221,1,"2019-03-13 11:28:23",40.46,31.92,899.8
92222,1,"2019-03-13 11:38:53",41.61,32.27,899.69
92223,1,"2019-03-13 11:49:23",41.27,32.58,899.56
92224,1,"2019-03-13 11:59:53",39.36,33.31,899.48
92225,1,"2019-03-13 12:10:23",36.54,33.59,899.29
92226,1,"2019-03-13 12:20:53",37.91,33.64,899.34
92227,1,"2019-03-13 12:31:23",34.19,33.71,899.22
92228,1,"2019-03-13 12:41:53",32.6,34.3,899.3
92229,1,"2019-03-13 12:52:23",31.74,34.91,899.46
92230,1,"2019-03-13 13:02:54",32.15,34.5,899.25
92231,1,"2019-03-13 13:13:24",33.28,34.37,899.11
92232,1,"2019-03-13 13:23:54",30.14,34.3,899.04
92233,1,"2019-03-13 13:34:24",36.39,33.5,898.88
92234,1,"2019-03-13 13:44:54",33.73,34.66,898.65
92235,1,"2019-03-13 13:55:24",34.6,34.46,898.67
92236,1,"2019-03-13 14:05:54",35.21,34.37,898.53
92237,1,"2019-03-13 14:16:24",34.94,34.1,898.47
92238,1,"2019-03-13 14:26:54",35.04,33.68,898.62
92239,1,"2019-03-13 14:37:24",36.66,33.11,898.51
92240,1,"2019-03-13 14:47:54",37.72,33.81,898.52
92241,1,"2019-03-13 14:58:24",35.88,34.3,898.63
92242,1,"2019-03-13 15:08:32",36.05,34.31,898.66
92243,1,"2019-03-13 15:19:02",37.59,34.41,898.47
92244,1,"2019-03-13 15:29:32",38.24,33.33,898.4
92245,1,"2019-03-13 15:40:02",40.42,32.99,898.28
92246,1,"2019-03-13 15:50:32",40.54,32.9,898.3
92247,1,"2019-03-13 16:01:02",41.19,32.81,898.42
92248,1,"2019-03-13 16:11:32",41.28,32.45,898.37
92249,1,"2019-03-13 16:22:02",45.27,31.26,898.46
92250,1,"2019-03-13 16:32:32",47.6,30.23,898.55
92251,1,"2019-03-13 16:43:02",47.89,30.42,898.36
92252,1,"2019-03-13 16:53:32",48.24,30.0,898.46
92253,1,"2019-03-13 17:04:02",53.12,29.1,898.47
92254,1,"2019-03-13 17:14:32",57.8,27.62,898.39
92255,1,"2019-03-13 17:25:02",57.79,28.12,898.51
92256,1,"2019-03-13 17:35:32",60.55,27.54,898.62
92257,1,"2019-03-13 17:46:02",62.66,27.15,898.75
92258,1,"2019-03-13 17:56:32",68.42,25.33,898.67
92259,1,"2019-03-13 18:07:02",73.15,24.18,898.91
92260,1,"2019-03-13 18:17:32",76.34,23.51,898.59
92261,1,"2019-03-13 18:28:02",78.42,22.97,898.63
92262,1,"2019-03-13 18:38:32",81.52,22.25,898.93
92263,1,"2019-03-13 18:49:02",84.0,21.85,898.68
92264,1,"2019-03-13 18:59:33",83.93,21.7,898.9
92265,1,"2019-03-13 19:10:03",85.93,21.49,898.93
92266,1,"2019-03-13 19:20:33",86.41,21.42,898.91
92267,1,"2019-03-13 19:31:03",86.14,21.37,899.16
92268,1,"2019-03-13 19:41:33",86.53,21.32,899.34
92269,1,"2019-03-13 19:52:03",85.44,21.2,899.45
92270,1,"2019-03-13 20:02:33",86.77,21.05,899.54
92271,1,"2019-03-13 20:13:03",86.64,20.92,899.87
92272,1,"2019-03-13 20:23:33",87.1,20.95,899.83
92273,1,"2019-03-13 20:34:03",87.26,20.96,899.75
92274,1,"2019-03-13 20:44:33",86.82,20.98,899.96
92275,1,"2019-03-13 20:55:03",87.06,20.84,899.94
92276,1,"2019-03-13 21:05:10",87.4,20.76,899.93
92277,1,"2019-03-13 21:15:40",87.69,20.72,900.01
92278,1,"2019-03-13 21:26:10",87.5,20.77,899.97
92279,1,"2019-03-13 21:36:40",87.06,20.64,900.06
92280,1,"2019-03-13 21:47:10",87.6,20.55,900.16
92281,1,"2019-03-13 21:57:40",87.41,20.51,900.22
92282,1,"2019-03-13 22:08:10",87.11,20.37,900.15
92283,1,"2019-03-13 22:18:40",86.71,20.3,900.15
92284,1,"2019-03-13 22:29:10",87.82,20.36,900.2
92285,1,"2019-03-13 22:39:40",87.09,20.24,900.21
92286,1,"2019-03-13 22:50:10",87.69,20.17,900.05
92287,1,"2019-03-13 23:00:40",87.09,20.21,900.01
92288,1,"2019-03-13 23:11:10",87.89,20.21,899.95
92289,1,"2019-03-13 23:21:41",87.4,20.17,899.93
92290,1,"2019-03-13 23:32:11",86.99,19.99,899.92
92291,1,"2019-03-13 23:42:41",86.8,19.87,899.84
92292,1,"2019-03-13 23:53:11",86.77,19.76,899.72
92293,1,"2019-03-14 00:03:36",86.93,19.66,899.54
92294,1,"2019-03-14 00:14:06",86.58,19.47,899.53
92295,1,"2019-03-14 00:24:36",87.45,19.52,899.47
92296,1,"2019-03-14 00:35:06",87.94,19.6,899.29
92297,1,"2019-03-14 00:45:36",87.25,19.43,899.17
92298,1,"2019-03-14 00:56:06",87.83,19.47,899.2
92299,1,"2019-03-14 01:06:36",88.72,19.71,899.05
92300,1,"2019-03-14 01:17:06",88.85,19.99,899.03
92301,1,"2019-03-14 01:27:36",88.87,20.05,899.04
92302,1,"2019-03-14 01:38:06",88.67,20.08,899.01
92303,1,"2019-03-14 01:48:36",88.64,20.01,898.98
92304,1,"2019-03-14 01:59:06",88.57,20.03,898.95
92305,1,"2019-03-14 02:09:37",88.59,19.88,898.89
92306,1,"2019-03-14 02:20:07",88.61,19.84,898.87
92307,1,"2019-03-14 02:30:37",88.16,19.72,898.79
92308,1,"2019-03-14 02:41:07",87.64,19.53,898.73
92309,1,"2019-03-14 02:51:37",88.39,19.45,898.49
92310,1,"2019-03-14 03:01:45",88.54,19.63,898.35
92311,1,"2019-03-14 03:12:15",88.47,19.55,898.32
92312,1,"2019-03-14 03:22:45",88.39,19.48,898.23
92313,1,"2019-03-14 03:33:15",88.66,19.46,898.13
92314,1,"2019-03-14 03:43:45",88.83,19.51,898.14
92315,1,"2019-03-14 03:54:15",88.64,19.54,898.18
92316,1,"2019-03-14 04:04:46",88.26,19.52,898.28
92317,1,"2019-03-14 04:15:16",87.79,19.32,898.28
92318,1,"2019-03-14 04:25:46",87.75,19.13,898.16
92319,1,"2019-03-14 04:36:16",86.16,18.55,898.44
92320,1,"2019-03-14 04:46:46",87.56,18.48,898.54
92321,1,"2019-03-14 04:57:16",87.13,18.51,898.61
92322,1,"2019-03-14 05:07:46",86.71,18.39,898.61
92323,1,"2019-03-14 05:18:16",86.83,18.45,898.64
92324,1,"2019-03-14 05:28:46",87.94,18.64,898.71
92325,1,"2019-03-14 05:39:16",87.93,18.71,898.85
92326,1,"2019-03-14 05:49:46",87.76,18.85,898.99
92327,1,"2019-03-14 06:00:16",87.68,18.72,899.05
92328,1,"2019-03-14 06:10:46",86.94,18.62,899.15
92329,1,"2019-03-14 06:21:16",85.62,18.38,899.29
92330,1,"2019-03-14 06:31:46",85.35,18.23,899.3
92331,1,"2019-03-14 06:42:16",85.61,18.26,899.41
92332,1,"2019-03-14 06:52:46",86.97,18.59,899.55
92333,1,"2019-03-14 07:03:16",87.64,19.25,899.58
92334,1,"2019-03-14 07:13:46",87.13,20.37,899.83
92335,1,"2019-03-14 07:24:16",85.69,20.93,899.86
92336,1,"2019-03-14 07:34:46",84.45,21.3,900.05
92337,1,"2019-03-14 07:45:16",82.36,21.52,900.17
92338,1,"2019-03-14 07:55:46",82.06,21.82,900.16
92339,1,"2019-03-14 08:06:16",80.78,22.59,900.36
92340,1,"2019-03-14 08:16:46",79.86,24.0,900.59
92341,1,"2019-03-14 08:27:16",76.28,24.92,900.72
92342,1,"2019-03-14 08:37:46",72.74,25.58,900.72
92343,1,"2019-03-14 08:48:16",70.91,26.33,900.92
92344,1,"2019-03-14 08:58:46",68.24,27.17,901.14
92345,1,"2019-03-14 09:09:06",61.87,28.03,901.21
92346,1,"2019-03-14 09:19:36",58.7,28.57,901.11
92347,1,"2019-03-14 09:30:06",55.64,28.7,901.32
92348,1,"2019-03-14 09:40:36",54.83,29.62,901.46
92349,1,"2019-03-14 09:51:06",52.69,29.77,901.37
92350,1,"2019-03-14 10:01:36",51.66,29.84,901.31
92351,1,"2019-03-14 10:12:06",50.92,30.63,901.27
92352,1,"2019-03-14 10:22:36",48.41,31.15,901.26
92353,1,"2019-03-14 10:33:06",51.39,30.18,901.09
92354,1,"2019-03-14 10:43:36",49.99,31.1,900.99
92355,1,"2019-03-14 10:54:06",47.39,32.01,900.98
92356,1,"2019-03-14 11:04:36",47.06,31.41,901.04
92357,1,"2019-03-14 11:15:06",50.38,30.52,900.71
92358,1,"2019-03-14 11:25:36",48.28,31.69,900.63
92359,1,"2019-03-14 11:36:06",45.97,32.67,900.53
92360,1,"2019-03-14 11:46:36",43.71,33.19,900.49
92361,1,"2019-03-14 11:57:06",43.5,32.62,900.23
92362,1,"2019-03-14 12:07:36",45.33,33.29,900.13
92363,1,"2019-03-14 12:18:06",42.77,33.92,899.81
92364,1,"2019-03-14 12:28:37",44.96,33.14,899.68
92365,1,"2019-03-14 12:39:07",42.84,33.28,899.47
92366,1,"2019-03-14 12:49:37",47.58,31.23,899.26
92367,1,"2019-03-14 13:00:07",46.99,31.84,899.16
92368,1,"2019-03-14 13:10:37",43.71,33.7,899.09
92369,1,"2019-03-14 13:21:07",44.77,32.46,899.04
92370,1,"2019-03-14 13:31:37",46.12,31.93,898.78
92371,1,"2019-03-14 13:42:07",41.55,33.05,898.75
92372,1,"2019-03-14 13:52:37",40.27,33.84,898.48
92373,1,"2019-03-14 14:03:07",39.22,34.36,898.59
92374,1,"2019-03-14 14:13:37",39.2,34.53,898.34
92375,1,"2019-03-14 14:24:07",38.19,35.0,898.28
92376,1,"2019-03-14 14:34:37",36.34,34.83,898.21
92377,1,"2019-03-14 14:45:07",38.21,34.39,898.16
92378,1,"2019-03-14 14:55:37",37.23,34.61,897.85
92379,1,"2019-03-14 15:05:54",37.14,34.36,897.77
92380,1,"2019-03-14 15:16:24",41.46,32.57,897.73
92381,1,"2019-03-14 15:26:54",42.49,33.21,897.61
92382,1,"2019-03-14 15:37:24",39.59,34.74,897.59
92383,1,"2019-03-14 15:47:54",48.73,30.97,897.67
92384,1,"2019-03-14 15:58:24",44.2,33.76,897.38
92385,1,"2019-03-14 16:08:54",48.57,32.48,897.54
92386,1,"2019-03-14 16:19:24",52.85,29.94,897.32
92387,1,"2019-03-14 16:29:54",53.83,29.45,897.23
92388,1,"2019-03-14 16:40:24",57.92,28.46,897.19
92389,1,"2019-03-14 16:50:54",63.75,27.01,897.42
92390,1,"2019-03-14 17:01:24",70.48,25.02,897.5
92391,1,"2019-03-14 17:11:54",73.82,24.09,897.42
92392,1,"2019-03-14 17:22:24",75.55,23.74,897.43
92393,1,"2019-03-14 17:32:54",77.42,23.35,897.67
92394,1,"2019-03-14 17:43:24",78.77,23.12,897.62
92395,1,"2019-03-14 17:53:54",80.01,22.95,897.72
92396,1,"2019-03-14 18:04:24",81.0,22.74,897.89
92397,1,"2019-03-14 18:14:54",82.21,22.44,898.11
92398,1,"2019-03-14 18:25:24",82.34,22.32,898.28
92399,1,"2019-03-14 18:35:54",83.17,22.13,898.4
92400,1,"2019-03-14 18:46:24",84.1,21.82,898.43
92401,1,"2019-03-14 18:56:54",85.46,21.6,898.66
92402,1,"2019-03-14 19:07:24",85.41,21.55,898.62
92403,1,"2019-03-14 19:17:54",85.5,21.39,898.66
92404,1,"2019-03-14 19:28:24",86.48,21.29,898.58
92405,1,"2019-03-14 19:38:54",86.19,21.32,898.65
92406,1,"2019-03-14 19:49:24",85.38,21.11,898.79
92407,1,"2019-03-14 19:59:54",86.35,20.9,898.9
92408,1,"2019-03-14 20:10:24",86.63,20.93,899.04
92409,1,"2019-03-14 20:20:54",86.61,20.94,899.24
92410,1,"2019-03-14 20:31:24",86.68,20.92,899.16
92411,1,"2019-03-14 20:41:55",86.25,20.71,899.47
92412,1,"2019-03-14 20:52:25",87.44,20.74,899.59
92413,1,"2019-03-14 21:02:32",87.39,20.86,899.7
92414,1,"2019-03-14 21:13:02",87.63,20.86,899.64
92415,1,"2019-03-14 21:23:32",87.47,20.91,899.74
92416,1,"2019-03-14 21:34:02",87.51,20.78,899.75
92417,1,"2019-03-14 21:44:32",87.6,20.7,899.76
92418,1,"2019-03-14 21:55:02",87.67,20.65,899.7
92419,1,"2019-03-14 22:05:32",87.99,20.71,899.71
92420,1,"2019-03-14 22:16:02",87.64,20.67,899.72
92421,1,"2019-03-14 22:26:32",88.06,20.69,899.65
92422,1,"2019-03-14 22:37:02",87.97,20.68,899.6
92423,1,"2019-03-14 22:47:32",88.09,20.61,899.52
92424,1,"2019-03-14 22:58:02",88.0,20.64,899.49
92425,1,"2019-03-14 23:08:32",87.8,20.51,899.51
92426,1,"2019-03-14 23:19:02",88.27,20.49,899.4
92427,1,"2019-03-14 23:29:32",88.17,20.55,899.26
92428,1,"2019-03-14 23:40:02",87.77,20.54,899.27
92429,1,"2019-03-14 23:50:32",88.11,20.49,899.2
92430,1,"2019-03-15 00:00:56",88.09,20.47,899.14
92431,1,"2019-03-15 00:11:26",88.54,20.45,899.09
92432,1,"2019-03-15 00:21:56",87.78,20.37,899.01
92433,1,"2019-03-15 00:32:26",88.09,20.33,898.9
92434,1,"2019-03-15 00:42:57",88.44,20.35,898.75
92435,1,"2019-03-15 00:53:27",88.5,20.4,898.66
92436,1,"2019-03-15 01:03:57",88.55,20.41,898.57
92437,1,"2019-03-15 01:14:27",88.43,20.48,898.47
92438,1,"2019-03-15 01:24:57",88.57,20.52,898.21
92439,1,"2019-03-15 01:35:27",88.5,20.52,898.08
92440,1,"2019-03-15 01:45:57",88.4,20.43,897.97
92441,1,"2019-03-15 01:56:27",88.51,20.38,898.02
92442,1,"2019-03-15 02:06:57",88.53,20.43,897.92
92443,1,"2019-03-15 02:17:27",88.61,20.29,897.78
92444,1,"2019-03-15 02:27:57",88.47,20.26,897.83
92445,1,"2019-03-15 02:38:27",88.77,20.26,897.68
92446,1,"2019-03-15 02:48:57",88.55,20.22,897.45
92447,1,"2019-03-15 02:59:27",88.28,20.08,897.4
92448,1,"2019-03-15 03:09:45",88.35,19.95,897.43
92449,1,"2019-03-15 03:20:15",87.77,19.7,897.35
92450,1,"2019-03-15 03:30:45",87.64,19.46,897.16
92451,1,"2019-03-15 03:41:15",87.44,19.27,896.99
92452,1,"2019-03-15 03:51:45",87.51,19.13,897.1
92453,1,"2019-03-15 04:02:15",87.75,19.08,896.99
92454,1,"2019-03-15 04:12:45",87.67,19.07,897.1
92455,1,"2019-03-15 04:23:15",87.67,18.98,897.09
92456,1,"2019-03-15 04:33:45",87.59,18.96,897.22
92457,1,"2019-03-15 04:44:15",87.87,19.06,897.28
92458,1,"2019-03-15 04:54:45",87.77,18.98,897.38
92459,1,"2019-03-15 05:05:15",87.92,18.99,897.36
92460,1,"2019-03-15 05:15:45",87.05,18.95,897.43
92461,1,"2019-03-15 05:26:15",88.16,18.91,897.58
92462,1,"2019-03-15 05:36:45",87.87,19.07,897.69
92463,1,"2019-03-15 05:47:15",86.35,18.77,897.74
92464,1,"2019-03-15 05:57:45",87.43,18.84,897.85
92465,1,"2019-03-15 06:08:15",86.9,18.86,897.87
92466,1,"2019-03-15 06:18:45",87.17,18.93,897.9
92467,1,"2019-03-15 06:29:15",87.47,19.07,897.95
92468,1,"2019-03-15 06:39:45",87.83,19.34,898.09
92469,1,"2019-03-15 06:50:15",87.8,19.58,898.18
92470,1,"2019-03-15 07:00:45",87.79,20.03,898.4
92471,1,"2019-03-15 07:11:15",87.05,20.47,898.51
92472,1,"2019-03-15 07:21:45",86.54,21.1,898.71
92473,1,"2019-03-15 07:32:15",85.58,21.47,898.88
92474,1,"2019-03-15 07:42:46",85.41,22.44,898.86
92475,1,"2019-03-15 07:53:16",82.85,22.66,899.02
92476,1,"2019-03-15 08:03:46",83.52,23.11,899.07
92477,1,"2019-03-15 08:14:16",80.34,23.73,899.27
92478,1,"2019-03-15 08:24:46",78.37,24.03,899.26
92479,1,"2019-03-15 08:35:16",76.74,25.21,899.34
92480,1,"2019-03-15 08:45:46",71.75,26.2,899.46
92481,1,"2019-03-15 08:56:16",70.24,26.27,899.57
92482,1,"2019-03-15 09:06:23",70.05,25.86,899.66
92483,1,"2019-03-15 09:16:53",65.78,26.61,899.51
92484,1,"2019-03-15 09:27:23",61.05,27.9,899.52
92485,1,"2019-03-15 09:37:53",59.79,27.97,899.64
92486,1,"2019-03-15 09:48:23",62.3,26.71,899.71
92487,1,"2019-03-15 09:58:53",59.66,27.74,899.59
92488,1,"2019-03-15 10:09:24",56.36,29.22,899.66
92489,1,"2019-03-15 10:19:54",53.91,29.94,899.71
92490,1,"2019-03-15 10:30:24",52.8,29.81,899.73
92491,1,"2019-03-15 10:40:54",51.88,30.23,899.78
92492,1,"2019-03-15 10:51:24",49.82,31.43,899.87
92493,1,"2019-03-15 11:01:54",48.23,31.59,899.96
92494,1,"2019-03-15 11:12:24",49.53,31.47,900.03
92495,1,"2019-03-15 11:22:54",47.5,32.73,899.88
92496,1,"2019-03-15 11:33:24",46.73,31.99,899.79
92497,1,"2019-03-15 11:43:54",50.56,30.67,899.68
